season,mnth,holiday,workingday,weathersit,temp,cnt,temp_category
4,11,0,0,1,0.278333,2277,False
4,11,0,0,1,0.245833,2424,False
4,11,0,1,1,0.313333,5087,False
4,11,0,1,2,0.291667,3959,False
4,11,0,1,1,0.296667,5260,False
4,11,0,1,1,0.28087,5323,False
4,11,0,1,1,0.298333,5668,False
4,12,0,0,2,0.298333,5191,False
4,12,0,0,2,0.3475,4649,False
4,12,0,1,1,0.4525,6234,False
4,12,0,1,1,0.475833,6606,False
4,12,0,1,1,0.438333,5729,False
4,12,0,1,1,0.255833,5375,False
4,12,0,1,2,0.320833,5008,False
4,12,0,0,2,0.38166700000000003,5582,False
4,12,0,0,2,0.384167,3228,False
4,12,0,1,2,0.43583299999999997,5170,False
4,12,0,1,2,0.353333,5501,False
4,12,0,1,2,0.2975,5319,False
4,12,0,1,1,0.295833,5532,False
4,12,0,1,1,0.281667,5611,False
4,12,0,0,1,0.324167,5047,False
4,12,0,0,2,0.3625,3786,False
4,12,0,1,2,0.393333,4585,False
4,12,0,1,1,0.410833,5557,False
4,12,0,1,1,0.3325,5267,False
4,12,0,1,2,0.33,4128,False
1,12,0,1,2,0.326667,3623,False
1,12,0,0,1,0.265833,1749,False
1,12,0,0,1,0.245833,1787,False
1,12,0,1,2,0.231304,920,False
1,12,1,0,2,0.291304,1013,False
1,12,0,1,3,0.243333,441,False
1,12,0,1,2,0.25416700000000003,2114,False
1,12,0,1,2,0.253333,3095,False
1,12,0,0,2,0.253333,1341,False
1,12,0,0,1,0.255833,1796,False
1,12,0,1,2,0.215833,2729,False
